name,description,aliases,type,id,x_mitre_domains
APT16,[APT16](https://attack.mitre.org/groups/G0023) is a China-based threat group that has launched spearphishing campaigns targeting Japanese and Taiwanese organizations. (Citation: FireEye EPS Awakens Part 2),['APT16'],intrusion-set,intrusion-set--d6e88e18-81e8-4709-82d8-973095da1e70,['enterprise-attack']
LAPSUS$,"[LAPSUS$](https://attack.mitre.org/groups/G1004) is cyber criminal threat group that has been active since at least mid-2021. [LAPSUS$](https://attack.mitre.org/groups/G1004) specializes in large-scale social engineering and extortion operations, including destructive attacks without the use of ransomware. The group has targeted organizations globally, including in the government, manufacturing, higher education, energy, healthcare, technology, telecommunications, and media sectors.(Citation: BBC LAPSUS Apr 2022)(Citation: MSTIC DEV-0537 Mar 2022)(Citation: UNIT 42 LAPSUS Mar 2022)","['LAPSUS$', 'DEV-0537', 'Strawberry Tempest']",intrusion-set,intrusion-set--d8bc9788-4f7d-41a9-9e9d-ee1ea18a8cf7,['enterprise-attack']
BlackOasis,"[BlackOasis](https://attack.mitre.org/groups/G0063) is a Middle Eastern threat group that is believed to be a customer of Gamma Group. The group has shown interest in prominent figures in the United Nations, as well as opposition bloggers, activists, regional news correspondents, and think tanks. (Citation: Securelist BlackOasis Oct 2017) (Citation: Securelist APT Trends Q2 2017) A group known by Microsoft as [NEODYMIUM](https://attack.mitre.org/groups/G0055) is reportedly associated closely with [BlackOasis](https://attack.mitre.org/groups/G0063) operations, but evidence that the group names are aliases has not been identified. (Citation: CyberScoop BlackOasis Oct 2017)",['BlackOasis'],intrusion-set,intrusion-set--da49b9f1-ca99-443f-9728-0a074db66850,['enterprise-attack']
UNC2452,"[UNC2452](https://attack.mitre.org/groups/G0118) is a suspected Russian state-sponsored threat group responsible for the 2020 SolarWinds software supply chain intrusion.(Citation: FireEye SUNBURST Backdoor December 2020) Victims of this campaign include government, consulting, technology, telecom, and other organizations in North America, Europe, Asia, and the Middle East.(Citation: FireEye SUNBURST Backdoor December 2020) The group also compromised at least one think tank by late 2019.(Citation: Volexity SolarWinds)","['UNC2452', 'NOBELIUM', 'StellarParticle', 'Dark Halo']",intrusion-set,intrusion-set--dc5e2999-ca1a-47d4-8d12-a6984b138a1b,['enterprise-attack']
Cobalt Group,"[Cobalt Group](https://attack.mitre.org/groups/G0080) is a financially motivated threat group that has primarily targeted financial institutions since at least 2016. The group has conducted intrusions to steal money via targeting ATM systems, card processing, payment systems and SWIFT systems. [Cobalt Group](https://attack.mitre.org/groups/G0080) has mainly targeted banks in Eastern Europe, Central Asia, and Southeast Asia. One of the alleged leaders was arrested in Spain in early 2018, but the group still appears to be active. The group has been known to target organizations in order to use their access to then compromise additional victims.(Citation: Talos Cobalt Group July 2018)(Citation: PTSecurity Cobalt Group Aug 2017)(Citation: PTSecurity Cobalt Dec 2016)(Citation: Group IB Cobalt Aug 2017)(Citation: Proofpoint Cobalt June 2017)(Citation: RiskIQ Cobalt Nov 2017)(Citation: RiskIQ Cobalt Jan 2018) Reporting indicates there may be links between [Cobalt Group](https://attack.mitre.org/groups/G0080) and both the malware [Carbanak](https://attack.mitre.org/software/S0030) and the group [Carbanak](https://attack.mitre.org/groups/G0008).(Citation: Europol Cobalt Mar 2018)","['Cobalt Group', 'GOLD KINGSWOOD', 'Cobalt Gang', 'Cobalt Spider']",intrusion-set,intrusion-set--dc6fe6ee-04c2-49be-ba3d-f38d2463c02a,['enterprise-attack']
CopyKittens,"[CopyKittens](https://attack.mitre.org/groups/G0052) is an Iranian cyber espionage group that has been operating since at least 2013. It has targeted countries including Israel, Saudi Arabia, Turkey, the U.S., Jordan, and Germany. The group is responsible for the campaign known as Operation Wilted Tulip.(Citation: ClearSky CopyKittens March 2017)(Citation: ClearSky Wilted Tulip July 2017)(Citation: CopyKittens Nov 2015)",['CopyKittens'],intrusion-set,intrusion-set--dcd81c6e-ebf7-4a16-93e0-9a97fa49c88a,['enterprise-attack']
Wizard Spider,"[Wizard Spider](https://attack.mitre.org/groups/G0102) is a Russia-based financially motivated threat group originally known for the creation and deployment of [TrickBot](https://attack.mitre.org/software/S0266) since at least 2016. [Wizard Spider](https://attack.mitre.org/groups/G0102) possesses a diverse aresenal of tools and has conducted ransomware campaigns against a variety of organizations, ranging from major corporations to hospitals.(Citation: CrowdStrike Ryuk January 2019)(Citation: DHS/CISA Ransomware Targeting Healthcare October 2020)(Citation: CrowdStrike Wizard Spider October 2020)","['Wizard Spider', 'UNC1878', 'TEMP.MixMaster', 'Grim Spider', 'FIN12', 'GOLD BLACKBURN', 'ITG23', 'Periwinkle Tempest', 'DEV-0193']",intrusion-set,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,"['enterprise-attack', 'ics-attack']"
Molerats,"[Molerats](https://attack.mitre.org/groups/G0021) is an Arabic-speaking, politically-motivated threat group that has been operating since 2012. The group's victims have primarily been in the Middle East, Europe, and the United States.(Citation: DustySky)(Citation: DustySky2)(Citation: Kaspersky MoleRATs April 2019)(Citation: Cybereason Molerats Dec 2020)","['Molerats', 'Operation Molerats', 'Gaza Cybergang']",intrusion-set,intrusion-set--df71bb3b-813c-45eb-a8bc-f2a419837411,['enterprise-attack']
Transparent Tribe,"[Transparent Tribe](https://attack.mitre.org/groups/G0134) is a suspected Pakistan-based threat group that has been active since at least 2013, primarily targeting diplomatic, defense, and research organizations in India and Afghanistan.(Citation: Proofpoint Operation Transparent Tribe March 2016)(Citation: Kaspersky Transparent Tribe August 2020)(Citation: Talos Transparent Tribe May 2021)","['Transparent Tribe', 'COPPER FIELDSTONE', 'APT36', 'Mythic Leopard', 'ProjectM']",intrusion-set,intrusion-set--e44e0985-bc65-4a8f-b578-211c858128e3,['enterprise-attack']
IndigoZebra,[IndigoZebra](https://attack.mitre.org/groups/G0136) is a suspected Chinese cyber espionage group that has been targeting Central Asian governments since at least 2014.(Citation: HackerNews IndigoZebra July 2021)(Citation: Checkpoint IndigoZebra July 2021)(Citation: Securelist APT Trends Q2 2017),['IndigoZebra'],intrusion-set,intrusion-set--e5603ea8-4c36-40e7-b7af-a077d24fedc1,['enterprise-attack']
Inception,"[Inception](https://attack.mitre.org/groups/G0100) is a cyber espionage group active since at least 2014. The group has targeted multiple industries and governmental entities primarily in Russia, but has also been active in the United States and throughout Europe, Asia, Africa, and the Middle East.(Citation: Unit 42 Inception November 2018)(Citation: Symantec Inception Framework March 2018)(Citation: Kaspersky Cloud Atlas December 2014)","['Inception', 'Inception Framework', 'Cloud Atlas']",intrusion-set,intrusion-set--ead23196-d7b6-4ce6-a124-4ab4b67d81bd,['enterprise-attack']
Honeybee,"[Honeybee](https://attack.mitre.org/groups/G0072) is a campaign led by an unknown actor that targets humanitarian aid organizations and has been active in Vietnam, Singapore, Argentina, Japan, Indonesia, and Canada. It has been an active operation since August of 2017 and as recently as February 2018. (Citation: McAfee Honeybee)",['Honeybee'],intrusion-set,intrusion-set--ebb73863-fa44-4617-b4cb-b9ed3414eb87,['enterprise-attack']
PROMETHIUM,[PROMETHIUM](https://attack.mitre.org/groups/G0056) is an activity group focused on espionage that has been active since at least 2012. The group has conducted operations globally with a heavy emphasis on Turkish targets. [PROMETHIUM](https://attack.mitre.org/groups/G0056) has demonstrated similarity to another activity group called [NEODYMIUM](https://attack.mitre.org/groups/G0055) due to overlapping victim and campaign characteristics.(Citation: Microsoft NEODYMIUM Dec 2016)(Citation: Microsoft SIR Vol 21)(Citation: Talos Promethium June 2020),"['PROMETHIUM', 'StrongPity']",intrusion-set,intrusion-set--efed95ba-d7e8-47ff-8c53-99c42426ee7c,['enterprise-attack']
APT30,"[APT30](https://attack.mitre.org/groups/G0013) is a threat group suspected to be associated with the Chinese government. While [Naikon](https://attack.mitre.org/groups/G0019) shares some characteristics with [APT30](https://attack.mitre.org/groups/G0013), the two groups do not appear to be exact matches.(Citation: FireEye APT30)(Citation: Baumgartner Golovkin Naikon 2015)",['APT30'],intrusion-set,intrusion-set--f047ee18-7985-4946-8bfb-4ed754d3a0dd,['enterprise-attack']
HEXANE,"[HEXANE](https://attack.mitre.org/groups/G1001) is a cyber espionage threat group that has targeted oil & gas, telecommunications, aviation, and internet service provider organizations since at least 2017. Targeted companies have been located in the Middle East and Africa, including Israel, Saudi Arabia, Kuwait, Morocco, and Tunisia. [HEXANE](https://attack.mitre.org/groups/G1001)'s TTPs appear similar to [APT33](https://attack.mitre.org/groups/G0064) and [OilRig](https://attack.mitre.org/groups/G0049) but due to differences in victims and tools it is tracked as a separate entity.(Citation: Dragos Hexane)(Citation: Kaspersky Lyceum October 2021)(Citation: ClearSky Siamesekitten August 2021)(Citation: Accenture Lyceum Targets November 2021)","['HEXANE', 'Lyceum', 'Siamesekitten', 'Spirlin']",intrusion-set,intrusion-set--f29b7c5e-2439-42ad-a86f-9f8984fafae3,"['enterprise-attack', 'ics-attack']"
DragonOK,"[DragonOK](https://attack.mitre.org/groups/G0017) is a threat group that has targeted Japanese organizations with phishing emails. Due to overlapping TTPs, including similar custom tools, [DragonOK](https://attack.mitre.org/groups/G0017) is thought to have a direct or indirect relationship with the threat group [Moafee](https://attack.mitre.org/groups/G0002). (Citation: Operation Quantum Entanglement) It is known to use a variety of malware, including Sysget/HelloBridge, PlugX, PoisonIvy, FormerFirstRat, NFlog, and NewCT. (Citation: New DragonOK)",['DragonOK'],intrusion-set,intrusion-set--f3bdec95-3d62-42d9-a840-29630f6cdc1a,['enterprise-attack']
Rancor,[Rancor](https://attack.mitre.org/groups/G0075) is a threat group that has led targeted campaigns against the South East Asia region. [Rancor](https://attack.mitre.org/groups/G0075) uses politically-motivated lures to entice victims to open malicious documents. (Citation: Rancor Unit42 June 2018),['Rancor'],intrusion-set,intrusion-set--f40eb8ce-2a74-4e56-89a1-227021410142,['enterprise-attack']
WIRTE,"[WIRTE](https://attack.mitre.org/groups/G0090) is a threat group that has been active since at least August 2018. [WIRTE](https://attack.mitre.org/groups/G0090) has targeted government, diplomatic, financial, military, legal, and technology organizations in the Middle East and Europe.(Citation: Lab52 WIRTE Apr 2019)(Citation: Kaspersky WIRTE November 2021)",['WIRTE'],intrusion-set,intrusion-set--f8cb7b36-62ef-4488-8a6d-a7033e3271c1,['enterprise-attack']
PLATINUM,[PLATINUM](https://attack.mitre.org/groups/G0068) is an activity group that has targeted victims since at least 2009. The group has focused on targets associated with governments and related organizations in South and Southeast Asia. (Citation: Microsoft PLATINUM April 2016),['PLATINUM'],intrusion-set,intrusion-set--f9c06633-dcff-48a1-8588-759e7cec5694,['enterprise-attack']
Magic Hound,"[Magic Hound](https://attack.mitre.org/groups/G0059) is an Iranian-sponsored threat group that conducts long term, resource-intensive cyber espionage operations, likely on behalf of the Islamic Revolutionary Guard Corps. They have targeted European, U.S., and Middle Eastern government and military personnel, academics, journalists, and organizations such as the World Health Organization (WHO), via complex social engineering campaigns since at least 2014.(Citation: FireEye APT35 2018)(Citation: ClearSky Kittens Back 3 August 2020)(Citation: Certfa Charming Kitten January 2021)(Citation: Secureworks COBALT ILLUSION Threat Profile)(Citation: Proofpoint TA453 July2021)","['Magic Hound', 'TA453', 'COBALT ILLUSION', 'Charming Kitten', 'ITG18', 'Phosphorus', 'Newscaster', 'APT35', 'Mint Sandstorm']",intrusion-set,intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,['enterprise-attack']
Ajax Security Team,[Ajax Security Team](https://attack.mitre.org/groups/G0130) is a group that has been active since at least 2010 and believed to be operating out of Iran. By 2014 [Ajax Security Team](https://attack.mitre.org/groups/G0130) transitioned from website defacement operations to malware-based cyber espionage campaigns targeting the US defense industrial base and Iranian users of anti-censorship technologies.(Citation: FireEye Operation Saffron Rose 2013),"['Ajax Security Team', 'Operation Woolen-Goldfish', 'AjaxTM', 'Rocket Kitten', 'Flying Kitten', 'Operation Saffron Rose']",intrusion-set,intrusion-set--fa19de15-6169-428d-9cd6-3ca3d56075b7,['enterprise-attack']
Threat Group-3390,"[Threat Group-3390](https://attack.mitre.org/groups/G0027) is a Chinese threat group that has extensively used strategic Web compromises to target victims.(Citation: Dell TG-3390) The group has been active since at least 2010 and has targeted organizations in the aerospace, government, defense, technology, energy, manufacturing and gambling/betting sectors.(Citation: SecureWorks BRONZE UNION June 2017)(Citation: Securelist LuckyMouse June 2018)(Citation: Trend Micro DRBControl February 2020)","['Threat Group-3390', 'Earth Smilodon', 'TG-3390', 'Emissary Panda', 'BRONZE UNION', 'APT27', 'Iron Tiger', 'LuckyMouse']",intrusion-set,intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c,['enterprise-attack']
APT33,"[APT33](https://attack.mitre.org/groups/G0064) is a suspected Iranian threat group that has carried out operations since at least 2013. The group has targeted organizations across multiple industries in the United States, Saudi Arabia, and South Korea, with a particular interest in the aviation and energy sectors.(Citation: FireEye APT33 Sept 2017)(Citation: FireEye APT33 Webinar Sept 2017)","['APT33', 'HOLMIUM', 'Elfin', 'Peach Sandstorm']",intrusion-set,intrusion-set--fbd29c89-18ba-4c2d-b792-51c0adee049f,"['ics-attack', 'enterprise-attack']"
FIN10,[FIN10](https://attack.mitre.org/groups/G0051) is a financially motivated threat group that has targeted organizations in North America since at least 2013 through 2016. The group uses stolen data exfiltrated from victims to extort organizations. (Citation: FireEye FIN10 June 2017),['FIN10'],intrusion-set,intrusion-set--fbe9387f-34e6-4828-ac28-3080020c597b,['enterprise-attack']
FIN8,"[FIN8](https://attack.mitre.org/groups/G0061) is a financially motivated threat group that has been active since at least January 2016, and known for targeting organizations in the hospitality, retail, entertainment, insurance, technology, chemical, and financial sectors. In June 2021, security researchers detected [FIN8](https://attack.mitre.org/groups/G0061) switching from targeting point-of-sale (POS) devices to distributing a number of ransomware variants.(Citation: FireEye Obfuscation June 2017)(Citation: FireEye Fin8 May 2016)(Citation: Bitdefender Sardonic Aug 2021)(Citation: Symantec FIN8 Jul 2023)","['FIN8', 'Syssphinx']",intrusion-set,intrusion-set--fd19bd82-1b14-49a1-a176-6cdc46b8a826,['enterprise-attack']
FIN13,"[FIN13](https://attack.mitre.org/groups/G1016) is a financially motivated cyber threat group that has targeted the financial, retail, and hospitality industries in Mexico and Latin America, as early as 2016. [FIN13](https://attack.mitre.org/groups/G1016) achieves its objectives by stealing intellectual property, financial data, mergers and acquisition information, or PII.(Citation: Mandiant FIN13 Aug 2022)(Citation: Sygnia Elephant Beetle Jan 2022)","['FIN13', 'Elephant Beetle']",intrusion-set,intrusion-set--fd66436e-4d33-450e-ac4c-f7810f1c85f4,['enterprise-attack']
APT19,"[APT19](https://attack.mitre.org/groups/G0073) is a Chinese-based threat group that has targeted a variety of industries, including defense, finance, energy, pharmaceutical, telecommunications, high tech, education, manufacturing, and legal services. In 2017, a phishing campaign was used to target seven law and investment firms. (Citation: FireEye APT19) Some analysts track [APT19](https://attack.mitre.org/groups/G0073) and [Deep Panda](https://attack.mitre.org/groups/G0009) as the same group, but it is unclear from open source information if the groups are the same. (Citation: ICIT China's Espionage Jul 2016) (Citation: FireEye APT Groups) (Citation: Unit 42 C0d0so0 Jan 2016)","['APT19', 'Codoso', 'C0d0so0', 'Codoso Team', 'Sunshop Group']",intrusion-set,intrusion-set--fe8796a4-2a02-41a0-9d27-7aa1e995feb6,['enterprise-attack']
PittyTiger,[PittyTiger](https://attack.mitre.org/groups/G0011) is a threat group believed to operate out of China that uses multiple different types of malware to maintain command and control.(Citation: Bizeul 2014)(Citation: Villeneuve 2014),['PittyTiger'],intrusion-set,intrusion-set--fe98767f-9df8-42b9-83c9-004b1dec8647,['enterprise-attack']
Nomadic Octopus,"
[Nomadic Octopus](https://attack.mitre.org/groups/G0133) is a Russian-speaking cyber espionage threat group that has primarily targeted Central Asia, including local governments, diplomatic missions, and individuals, since at least 2014. [Nomadic Octopus](https://attack.mitre.org/groups/G0133) has been observed conducting campaigns involving Android and Windows malware, mainly using the Delphi programming language, and building custom variants.(Citation: Security Affairs DustSquad Oct 2018)(Citation: Securelist Octopus Oct 2018)(Citation: ESET Nomadic Octopus 2018)","['Nomadic Octopus', 'DustSquad']",intrusion-set,intrusion-set--fed4f0a2-4347-4530-b0f5-6dfd49b29172,['enterprise-attack']
Bouncing Golf,[Bouncing Golf](https://attack.mitre.org/groups/G0097) is a cyberespionage campaign targeting Middle Eastern countries.(Citation: Trend Micro Bouncing Golf 2019),['Bouncing Golf'],intrusion-set,intrusion-set--049cef3b-22d5-4be6-b50c-9839c7a34fdd,['mobile-attack']
Charming Kitten,"[Charming Kitten](https://attack.mitre.org/groups/G0058) is an Iranian cyber espionage group that has been active since approximately 2014. They appear to focus on targeting individuals of interest to Iran who work in academic research, human rights, and media, with most victims having been located in Iran, the US, Israel, and the UK. [Charming Kitten](https://attack.mitre.org/groups/G0058) usually tries to access private email and Facebook accounts, and sometimes establishes a foothold on victim computers as a secondary objective. The group's TTPs overlap extensively with another group, [Magic Hound](https://attack.mitre.org/groups/G0059), resulting in reporting that may not distinguish between the two groups' activities. (Citation: ClearSky Charming Kitten Dec 2017)",['Charming Kitten'],intrusion-set,intrusion-set--7636484c-adc5-45d4-9bfe-c3e062fbc4a0,['enterprise-attack']
